,user,created,description,location
3101,ggeukie,2020-03-20 01:31:02,"I walk on this seesaw without you

| Fan Account |",
3102,gabbypopy1,2020-03-20 01:31:02,Love Peace Love Mother Earth 💜,"Puerto Princesa City, Palawan"
3103,PratisthaKnskr,2020-03-20 01:31:02,"일곱의 겨울과 봄 뒤에
이렇게 맞잡은 손끝에
Oh I
Yeah we got to heaven
 @d_dencheva 


•BTS•ARMY•💜",Nepal
3104,beatskjin,2020-03-20 01:31:02,"🍒 ’  love club : 𝙗𝙩𝙨 𝖺𝗇𝖽 𝙜𝙞𝙙𝙡𝙚!         #cbnevie
  `  todo dia toda noite latata🍷",minnie 🌈
3105,yourfilter_,2020-03-20 01:31:02,fan account @BTS_twt,home
3106,CharlesPhm1,2020-03-20 01:31:02,"I'm your Hope❤
You're my Hope❤
You're my J-Hope❤
#TwOnEight94 💜🐿🐎🐶💜",
3107,Deryjpl21,2020-03-20 01:31:02,"musica
🎼Bts 🎼💜",
3108,AKANEARMY2,2020-03-20 01:31:02,JオンマARMY 夫婦+娘アミです。ホビ愛強し(でもｵﾙﾍﾟﾝ) オンマの娘ｱｶｳﾝﾄ→ @army613jin LYS京セラ名古屋 SYS長居エコパ ｲﾝﾃｯｸｽRM.神戸ジミン🤝✨ MAMAナゴヤ ペンミ京セラ 最近はマテル人形で遊ぶのが好き,Jhopeの横の隙間
3109,Tamaraxlr_,2020-03-20 01:31:02,BTS Map of the Soul 7,
3110,Nics1EntireHand,2020-03-20 01:31:02,"she/her
💜
19",Canada
3111,fantaesticyou,2020-03-20 01:31:02,#BANGTAN #V LOOKING FOR MUTUALS #FFF #フォロー返し ARMY//ENGLISH,
3112,ARMY_ALIEN_DNA,2020-03-20 01:31:02,"💜A.R.M.Y.
💜I-Lovely
💜BTS💜","Lima, Perú"
3113,pa_haydee,2020-03-20 01:31:02,,
3114,deisestefanie,2020-03-20 01:31:02,mulher agridoce da igreja,"São Paulo, Brasil"
3115,jungsopesz,2020-03-20 01:31:02,"— [♡] ; 𝙸 𝚠𝚊𝚗𝚝 𝚢𝚘𝚞 𝚝𝚘 𝚋𝚎 𝚕𝚒𝚐𝚑𝚝, 𝚋𝚊𝚋𝚎 𝚈𝚘𝚞 𝚜𝚑𝚘𝚞𝚕𝚍 𝚋𝚎 𝚢𝚘𝚞𝚛 𝚕𝚒𝚐𝚑𝚝 ⋰˚☆ @BTS_twt 💜 𝚘𝚝𝟽 𝚜𝚝𝚊𝚗 [𝚏𝚊𝚗 𝚊𝚌𝚌𝚘𝚞𝚗𝚝]",Magic Shop ♡
3116,aquariusjm,2020-03-20 01:31:02,(18+) 🏳️‍🌈BTS/Twice/Gaming/MDZS Sims acc: @ZiraTheSimmer MDZS acc: @mastermingjue,
3117,gummyunjii,2020-03-20 01:31:02,Happiness from OT7,
3118,gummyunjii,2020-03-20 01:31:02,Happiness from OT7,
3119,dreamyhappyeiei,2020-03-20 01:31:02,"♡♡♡do not forget to love yourself first♡♡♡

一เพราะบังทันสอนให้ฉันรักตัวเอง:-)💜💜💜",
3120,Micksymoo,2020-03-20 01:31:02,*whispers* ˢᵘᵍᵃ.......,In your dreams
3121,team1204ksj,2020-03-20 01:31:02,Fan account for BTS / 투표용 부계 / 투표하는 아미 선팔=맞팔 손잡아주세요,
3122,ClaudineiaBudn4,2020-03-20 01:31:01,,
3123,neumochimmy,2020-03-20 01:31:01,"bobo pa din this 2020❣
jikook is in the🏘",Republic of the Philippines
3124,itsbtsmicasa,2020-03-20 01:31:01,,paradise ♥
3125,grc_gllrs,2020-03-20 01:31:01,"방탄소년단 💜 아미
반짝이는 별빛들 🌌 🇵🇭",방탄소년단's 𝙼𝚊𝚐𝚒𝚌 𝚂𝚑𝚘𝚙 🖤
3126,joonwawita,2020-03-20 01:31:01,,genius lab
3127,mmca1223,2020-03-20 01:31:01,,
3128,adesuga_,2020-03-20 01:31:01,"Yoongi : it's so hot ARMY, because of you 😏",
3129,threedollarswag,2020-03-20 01:31:01,"𝘽𝙏𝙎 𝘩𝘢𝘴 𝘧𝘰𝘶𝘯𝘥 𝘮𝘦, 𝘪𝘵 𝘤𝘢𝘮𝘦 𝘪𝘯𝘵𝘰 𝘮𝘺 𝘭𝘪𝘧𝘦 𝘯𝘢𝘵𝘶𝘳𝘢𝘭𝘭𝘺 . ʙᴛꜱ ʀᴀᴘʟɪɴᴇ ᴇɴᴛʜᴜꜱɪᴀꜱᴛꜱ . ˡᵉᵉ ʲᵃᵉʷᵒᵒᵏ .",『 YOONiverse 』
3130,maya_twt,2020-03-20 01:31:01,OT7 but seokjinnie owns my ass ♡ ʷᶦᵗʰ ˡᵘᵛ | obviously not affiliated with BTS don’t be stupid ☾,Magic Shop
3131,Yirlany97,2020-03-20 01:31:01,"We are each other's night city lights, each other's moon 🌑🌌💙",Costa Rica
3132,jeonjin972,2020-03-20 01:31:01,,
3133,Fluny11,2020-03-20 01:31:01,"|🍀🎹GOLDEN|MooɴCнιld🐳
fan account",Peru
3134,hoa5017,2020-03-20 01:31:01,,
3135,romyMJ,2020-03-20 01:31:01,Mi Rey Michael Jackson♥️amor eterno a mis bebés de @BTS_twt💜 y a mis bebés de @offclASTRO✡️ Link de mi Fanfic #taejin #Vjin https://t.co/xIV91Ai8ag 🥺💜,"Quellón, Chile"
3136,SrHaleKookie,2020-03-20 01:31:01,"OT7
Dancer, Singer, Army and Blink
  Saranghae 한국 💜
  💜💜
ɱεƭα∂เɳɦα ૮σɱ @rekkosmo ✨✨",
3137,PureGold_BTS,2020-03-20 01:31:01,"Oh hi there, Ot7, just really don't know what to say, so, you can follow me if you want",Namjoon's right dimple
3138,re____withmy,2020-03-20 01:31:01,,
3139,afieyy29_,2020-03-20 01:31:01,🌙 #BTSARMY ☀️,BTS Universe
3140,ARMY_ALIEN_DNA,2020-03-20 01:31:01,"💜A.R.M.Y.
💜I-Lovely
💜BTS💜","Lima, Perú"
3141,NWMUqzTiO8XIIrO,2020-03-20 01:31:01,I love Park Jimin❤❤❤,
3142,forever_is_BTS,2020-03-20 01:31:01,💜💜,"Hà Nội, Việt Nam"
3143,Jungkoo54681006,2020-03-20 01:31:01,BTS fan 💜💜💜,
3144,majesticpjm1,2020-03-20 01:31:01,7,
3145,RamelanOcha,2020-03-20 01:31:01,,
3146,JKGHOOST,2020-03-20 01:31:01,ㅤㅤ 93 ─ ✰ 호석 Ꮪoul ･ bluemilkyx,
3147,hotnamj,2020-03-20 01:31:01,"""I’m the one I should love in this world Shining me, precious soul of mine"" - Jin💜 Song: Epiphany (BTS only) O7, imagine dragons. BTS PAVED THE WAY",
3148,MikThikHoSeok,2020-03-20 01:31:01,"I call you youth @BTS_twt
I call you family ARMY","Tây Ninh, Việt Nam"
3149,ARMY_ALIEN_DNA,2020-03-20 01:31:01,"💜A.R.M.Y.
💜I-Lovely
💜BTS💜","Lima, Perú"
3150,esposademin89,2020-03-20 01:31:01,"l love you BTS 🖤💙🖤💙🖤💙🖤💙🖤💙💙🖤💙🖤💙🖤💙🖤💙🖤💙🖤💙
forever..... MAP_OF_THE_SOUL_ 7","México, Tampico"
3151,JaneKim_twt,2020-03-20 01:31:01,Fan account @BTS_twt,"Hồ Chí Minh, Việt Nam"
3152,7bts_ing,2020-03-20 01:31:01,"하나같은일곱♥
2015~영원히  
첨이였고 마지막이될 나의 최고아티스트
헤더:@ATOZ_V 님",대한민국
3153,umitata07,2020-03-20 01:31:00,"専用アカです💜
旦那います大人ARMY✨テテペン😍
だけどみんな好き💜優しいARMYさんもみんな好き❤無言フォロー失礼します🙇💦気軽に絡んで頂けたら嬉しいです😊",
3154,agustdsugadtown,2020-03-20 01:31:00,-my min suga -my bts 💜💜💜💜💜💜💜,@bts_world 💜
3155,BTS_7WTT,2020-03-20 01:31:00,"eu tenho um pequeno dente 🦷
que um tubarão me deu 🦈
quando o mar me levou 🌊
para ilha do sul 🏝️
com uma casa azul 💙
onde o destino está... 🌬️⌛



-Ella",Fan Account
3156,taeguksinrin,2020-03-20 01:31:00,'I thought you'd be beyond my imagination but then I think again and you are way beyond my imagination.,TAEKOOK
3157,kirikiri656565,2020-03-20 01:31:00,I am cannibal.,Mars
3158,jimin0130lee,2020-03-20 01:31:00,BTS💜JIMIN [fan account],대한민국
3159,kimsjimn,2020-03-20 01:31:00,"#JIMIN: damn, that’s a big bitch. {main acc}",United States
3160,ARMY_ALIEN_DNA,2020-03-20 01:31:00,"💜A.R.M.Y.
💜I-Lovely
💜BTS💜","Lima, Perú"
3161,ChiarieLuvsBTS,2020-03-20 01:31:00,"💜 @BTS_twt ARMY 💜 OT7 💜
[ Fan Account ]

-You've shown me
I have reasons,
I should love myself-","Davao Region, Republic of the "
3162,moonsugh,2020-03-20 01:31:00,main: @ttaehyyhung | rt/voting acc | 🐨: do you. | 🐯's deep voice | mono. | growing up and spending my youth with @BTS_twt since 2015,i luv joonie a [normal] amount
3163,RED_JKSG,2020-03-20 01:31:00,"@Alice_RT09
•🌈𝙐𝙣𝙞𝙫𝙚𝙧𝙨𝙚🌞•
𝙴𝚟𝚎𝚛𝚢 𝚗𝚎𝚠 𝚍𝚊𝚢 𝚒𝚜 𝚊𝚗𝚘𝚝𝚑𝚎𝚛 𝚌𝚑𝚊𝚗𝚌𝚎 𝚝𝚘 𝚌𝚑𝚊𝚗𝚐𝚎 𝚢𝚘𝚞𝚛 𝚕𝚒𝚏𝚎.",ผนงรจตกม
3164,borahaebts7,2020-03-20 01:31:00,,
3165,fantaesticyou,2020-03-20 01:31:00,#BANGTAN #V LOOKING FOR MUTUALS #FFF #フォロー返し ARMY//ENGLISH,
3166,kookie_bts28,2020-03-20 01:31:00,𝙰𝚛𝚖𝚢 | 𝙺𝚎𝚖 𝚜𝚊𝚠 𝙱𝚃𝚂 𝚊𝚝 𝙼𝚎𝚝𝙻𝚒𝚏𝚎 𝟶𝟻.𝟷𝟿 | 𝙵𝙰𝙽-𝙰𝙲𝙲𝙾𝚄𝙽𝚃 | 𝙾𝚃𝟽,"Charlotte, NC"
3167,GalloubFarah,2020-03-20 01:31:00,"""  The Magical Time Is Coming 
Come To The Magic Shop
   Now ; Take Off Your Mask And 
         Open Your Eyes ""
                     💜",Tunisie
3168,cypherkooo,2020-03-20 01:31:00,FAN ACCOUNT @BTS_twt,
3169,jerukmandarin_,2020-03-20 01:31:00,temennya vmin 😋,pengennya sih di daegu
3170,bts_MG_army_,2020-03-20 01:31:00,에스크 - https://t.co/M3F35fBUYC,💮맵솔_빵오즈💮
3171,smiling_suga_,2020-03-20 01:31:00,#Smiling_DS | #푸키푸키풉 | #푸키푸키_후기가_왔어,민윤기
3172,MAkrokosmos_,2020-03-20 01:31:00,BANGTAN UNIVERSE - ARMY GALAXY 💜 KookMin shipper (and other ships) 💜 Fan account,
3173,aurorautopia,2020-03-20 01:31:00,𝙩𝙤 𝙢𝙚 𝙩𝙝𝙚 𝙧𝙖𝙞𝙣 𝙞𝙨 𝙜𝙤𝙞𝙣𝙜 𝙩𝙤 𝙗𝙚 𝙮𝙤𝙪 ☔️,ᴡᴏɴᴅᴇʀʟᴀɴᴅ
3174,hopieworld1,2020-03-20 01:30:59,Hi I'm a 제이홉 stan a hope worldian (since 2017)💜 this account is dedicated only to our hope || hype him 🕺 many RT's || always with you || FAN ACCOUNT,
3175,AgustD_5,2020-03-20 01:30:59,"ᴇsᴛᴏᴜ ᴘᴀᴠɪᴍᴇɴᴛᴀɴᴅᴏ ᴍᴇᴜ ᴘʀóᴘʀɪᴏ ᴄᴀᴍɪɴʜᴏ ᴅᴇ ғʟᴏʀᴇs 🌻 ʜʏᴜɴᴀ - ғʟᴏᴡᴇʀ sʜᴏᴡᴇʀ

Iai genteeee, vcs podem me enviar perguntas no tell?
https://t.co/6nnC19xO0b",te interessa?
3176,joonaccent,2020-03-20 01:30:59,bts stan forever.OT7 STAN BANGTAN PLEASE BE HAPPY ALL THE TIME.,"Kuala Selangor, Selangor"
3177,Deryjpl21,2020-03-20 01:30:59,"musica
🎼Bts 🎼💜",
3178,KLanony,2020-03-20 01:30:59,This is really just a BTS fan account with some progressive liberal politics as seasoning. ARMY in her 40s. I delete tweets as I see fit.,United States
3179,agummasdito22,2020-03-20 01:30:59,Human,
3180,dodangs_j,2020-03-20 01:30:59,Fan account for BTS/오직 방탄에 의한 방탄을 위한 계정😊/방탄을 다소다(애틋하게 사랑하다)💜/칠방탄소즁🥰,
3181,sswsuga,2020-03-20 01:30:59,do you know bts? | fan account,United States
3182,Layla1671,2020-03-20 01:30:59,"JUST FOCUS MY EUPHORIA - JUNGKOOK 🥰
#MyTime 
#Euphoria
 #Begin 




Fan account @BTS_twt 🤗",Korea
3183,kthnism,2020-03-20 01:30:59,the genre is BTS,
3184,ot7ArmyBTSZ,2020-03-20 01:30:59,"ONLY ARMY 💜





















✨ fan account ✨",25.05.19 SY 💛🇧🇷
3185,kittyjskkk,2020-03-20 01:30:59,💛,
3186,ngapham08041995,2020-03-20 01:30:59,,
3187,Sugamiau_ke,2020-03-20 01:30:59,-never never fall-💜: autumn leaves🍂,방탄소년단-skz
3188,taekoox,2020-03-20 01:30:59,❥ My blood runs purple | ‘99 | 🐯🐰 | OT7 ♥,🇮🇩
3189,BTS_yanqqu,2020-03-20 01:30:59,뽀글머리 걔 🆉🅴🆁🅾 🅾'🅲🅻🅾🅲🅺 20.3.2  @BTSZZOYUN 함 보고가요 존나 귀여움,옐린이 내꺼야 건들면 내가 먹을꺼야 앙
3190,jmcrpzzz,2020-03-20 01:30:59,"my tweets , my rants 🙂",yangco’s heart🌟
3191,_vtaes,2020-03-20 01:30:59,,
3192,MiMiReal13,2020-03-20 01:30:59,"🇲🇽💜
Insta: Noemi. 134340",México
3193,manawamama,2020-03-20 01:30:59,🔰ARMY／86line／二児の母／ユンギ🐭ジミン🐥よりのAll／同担◎／みんな違ってみんないい💜／無言フォロー、いいね大歓迎👍／気軽に仲良くして下さると嬉しくて発狂します😂✨,関東
3194,seokjinforeva,2020-03-20 01:30:59,FAN ACCOUNT OF @BTS_twt,Indonesia
3195,taninetyfive,2020-03-20 01:30:59,"Asia, Kpop, and Languages ||  #ARMY  || #MyDay ||  Forever We Are Young ~ 박지민 ♡ || 30/10/14 ~ 29/07/15  ~ 17/03/17 💜", Mexico
3196,elixorium,2020-03-20 01:30:59,"𝙏𝙝𝙚 𝙡𝙤𝙣𝙜𝙚𝙧 𝙞'𝙢 𝙬𝙞𝙩𝙝 𝙮𝙤𝙪, 𝙩𝙝𝙚 𝙨𝙩𝙧𝙤𝙣𝙜𝙚𝙧 𝙞 𝙗𝙚𝙘𝙤𝙢𝙚 𝙞𝙣 𝙚𝙫𝙚𝙧𝙮 𝙬𝙖𝙮 -`ღ´- 𝙴𝚇𝙾 -`ღ´- #OBSESSION",
3197,Tipfy53228826,2020-03-20 01:30:59,,
3198,ughuke,2020-03-20 01:30:59,"When I say 'I Purple You', that only applies to BTS and ARMYs.",BTS Universe
3199,thsunade,2020-03-20 01:30:59,"BIOLOGA, FUTBOLERA😁 BOICE y ELF de 💙💙",corea del sur
3200,JinInMexico92,2020-03-20 01:30:59,"•Ichini Kochini Seokjinnie~
• OT7 | SeokJin biassed | • RJ
• OT5 | HueningKai biassed |
• 134340 & Blue Orangeade ++
• Huff
• MOARMY
• SURVIVAL KING KIM SEOKJIN",• BTS HOME | TXT HOUSE •
3201,EternallyOT7,2020-03-20 01:30:59,,
3202,bluejiminute,2020-03-20 01:30:59,"—𝓌𝒽𝑒𝓃 𝓉𝒽𝑒 𝓂𝑜𝑜𝓃 𝓇𝒾𝓈𝑒, 𝒾𝓉'𝓈 𝓎𝑜𝓊𝓇 𝓉𝒾𝓂𝑒 💙 
                       ꧁ꜰᴜʟʟ-ᴛɪᴍᴇ 𝔸ℝ𝕄𝕐𝕋𝕀ℕ𝕐꧂",Jimin's Pocket
3203,virusofthelife,2020-03-20 01:30:59,"🏳‍🌈 Only army, not kpoper
           

                                Aristemo shiper // Love is mutual 🐯🐰💜
#MOTSTOURLATAM",Argentina
3204,akaroderick,2020-03-20 01:30:59,Im roderick. Check the insta @akaroderick,Los Angeles
3205,itsvaeletie,2020-03-20 01:30:59,bts itu prioritas dan jimin itu kesayangan •fan account•,
3206,anh_katori,2020-03-20 01:30:59,,"Hải Phòng, Việt Nam"
3207,kimjila_,2020-03-20 01:30:59,ᴀɴᴅ ʏᴏᴜ ɢᴏɴɴᴀ ʙᴇ ʜᴀᴘᴘʏ #BTS #ARMY,"kim seokjin, namjoon♡"
3208,DarkPinkF,2020-03-20 01:30:58,🏴my world is of a dark color the only colors that shine sun those of the LGBT,
3209,mrlindokim,2020-03-20 01:30:58,"''The future is the end of the present, the present is the continuation of the past.'' -Kim Namjoon 
❤💫🌎🌻📚
(fan account)","Minas Gerais, Brasil"
3210,Betty10MG,2020-03-20 01:30:58,,
3211,YoonminAU69,2020-03-20 01:30:58,𝔼𝕤𝕔𝕣𝕚𝕥𝕠𝕣𝕒 𝕕𝕖 𝔸𝕦 𝕕𝕖 𝕡𝕣𝕚𝕞𝕖𝕚𝕣𝕒 𝕍𝕚𝕒𝕘𝕖𝕞                            ᵞᵒᵒᶰᵐᶤᶰ ᶜᵃˢᵃᵈᵒ ᶜᵒᵐ ᵗʳᵉ̂ˢ ᶠᶤˡʰᵒˢ ᵉ ᵘᵐ ᶜᵃᶜʰᵒʳʳᵒ,"Fortaleza, Brasil"
3212,8sujeng8,2020-03-20 01:30:58,전부 너였다,
3213,smjp3199,2020-03-20 01:30:58,FAN ACCOUNT FoR  @BTS_twt,"Kepahiang, Indonesia"
3214,lazyme_twt,2020-03-20 01:30:58,"Sex? no thanks, My life fucks me everyday",𝘉𝘛𝘚 𝘸𝘰𝘳𝘭𝘥
3215,Du__Yoongi,2020-03-20 01:30:58,"Hopega, Taegi & Kookga💜 Vkookga                
Follow me = Follow you","Kiên Giang, Việt Nam"
3216,isaacnewtonbitc,2020-03-20 01:30:58,"Hii, I'm army💜.
akun ambis





















temen erel unfol aja yaw




























my tweet might sensitive and offensive",
3217,AbigailArmy5,2020-03-20 01:30:58,☘️☘️☘️,Perú
3218,btsugassi,2020-03-20 01:30:58,"▪️perhaps the reason this night looks so beautiful is not because of these stars or lights, but us▪️",아르헨티나
3219,NurArinah7,2020-03-20 01:30:58,Ig: @stanateezforlife,
3220,akaroderick,2020-03-20 01:30:58,Im roderick. Check the insta @akaroderick,Los Angeles
3221,344Lilmeowmeow,2020-03-20 01:30:58,💜BTS💜,
3222,AgusAcosta_BTS,2020-03-20 01:30:58,"For #JIMIN 🐣  @BTS_twt my galaxy #Jikook #Kookmin JIKUKA INTENSA 
Cuenta secundaria: @GirlofBTSalways seguime alli tambien ;)",Argentina
3223,OhWell101,2020-03-20 01:30:58,"His rich, expressive voice blooms and lingers -  #Singularity https://t.co/Wba5dRWxki",
3224,mysweetnightae,2020-03-20 01:30:58,FAN ACCOUNT of @BTS_twt,A.R.M.Y
3225,ramenskull,2020-03-20 01:30:58,𝔟𝔞𝔫𝔤𝔱𝔞𝔫 𝔰𝔬𝔫𝔶𝔢𝔬𝔫𝔡𝔞𝔫 • 𝔥𝔞𝔩𝔰𝔢𝔶 • 𝔖𝔥𝔢/ℌ𝔢𝔯,
3226,NWMUqzTiO8XIIrO,2020-03-20 01:30:58,I love Park Jimin❤❤❤,
3227,tduy_taetae,2020-03-20 01:30:58,"Fan account @BTS_twt
I'll be on your side 💜
Always smile ☻ acc phụ @thuyduy_tae & @thuyduy_563
test ban https://t.co/iObrdDYXkC","Hồ Chí Minh, Việt Nam"
3228,luvwithgurll,2020-03-20 01:30:58,—bonobonoya || fan account of @BTS_twt,01/30
3229,ot7ArmyBTSZ,2020-03-20 01:30:58,"ONLY ARMY 💜





















✨ fan account ✨",25.05.19 SY 💛🇧🇷
3230,kookiebambii,2020-03-20 01:30:58,"#SG: ᴄᴏᴍᴏ ʟᴀs ᴍɪʟᴇs ᴅᴇ ᴇsᴛʀᴇʟʟᴀs ϙᴜᴇ ɪʟᴜᴍɪɴᴀɴ ᴇʟ ᴜɴɪᴠᴇʀsᴏ, ɴᴜᴇsᴛʀᴏ ғᴜᴛᴜʀᴏ sᴇ ɪʟᴜᴍɪɴᴀ ᴄᴜᴀɴᴅᴏ ᴇsᴛᴀᴍᴏs ᴊᴜɴᴛᴏs - @Btsaranhaee ♡ | fan account | love my babies 🥺",
3231,Cookiewrestler1,2020-03-20 01:30:58,Cookiewrestler = MAZE. Just for BTS.  Ask for Authorization before reuse. Thanks 😊💜,
3232,Kel_ly48,2020-03-20 01:30:58,We’re in this together. BTS 05/10/20 ATEEZ 04/23/20 #OT7,
3233,jooniezdimpIez,2020-03-20 01:30:58,"#JIN:  𝒕𝒉𝒊𝒔 𝒇𝒂𝒄𝒆 𝒊𝒔 𝒕𝒉𝒆 𝒃𝒖𝒅𝒈𝒆𝒕.
𝐁𝐔𝐋𝐋𝐄𝐓𝐏𝐑𝐎𝐎𝐅: 𝐄𝐍𝐓𝐄𝐑𝐍𝐀𝐋
★,｡･:*:･ﾟ☆ ""𝒘𝒉𝒂𝒕 𝒂 𝒓𝒆𝒍𝒊𝒆𝒇 𝒘𝒆 𝒂𝒓𝒆 𝒔𝒆𝒗𝐞𝐧""",securing the bread 👺
3234,mochimin_jk,2020-03-20 01:30:58,"–ʜᴇ sᴍɪʟᴇᴅ, ᴀɴᴅ ᴀʟʟ ɪ ᴄᴏᴜʟᴅ ᴛʜɪɴᴋ ᴡᴀs “oн ѕнιт”. 

@bts_twt | ѕυgαя нιgн | #JK #정국",HQ=❤
3235,HopeSunshine318,2020-03-20 01:30:58,"》So, why did we come to the life if we are gonna suffer?... that's the point, we have to find the way to stop it and grow as humans《
*cuenta de desahogo ed*",
3236,sweetheartsope,2020-03-20 01:30:58,"💜 what a relief they are seven 💜 ✨@dalliancemelody is my bangtan bish✨ ✨tae biased✨ot7✨SOPE ✨TAEGI✨ 🌹Staples Center x2, Rose Bowl x4, Santa Clara x2🌹",vegas baby
3237,SrHaleKookie,2020-03-20 01:30:58,"OT7
Dancer, Singer, Army and Blink
  Saranghae 한국 💜
  💜💜
ɱεƭα∂เɳɦα ૮σɱ @rekkosmo ✨✨",
3238,ImmaChe1208,2020-03-20 01:30:58,💜 방탄소년단 ARMY 💜,"Calbayog City, Eastern Visayas"
3239,dangerousmochi,2020-03-20 01:30:58,,el pito de jungkook 
3240,BTS_PapillonS2,2020-03-20 01:30:58,BTS,
3241,bts_anbee_613,2020-03-20 01:30:58,"✨〰TAEHYUNG〰✨                                           


main tweet 마음 눌러주세용
트정 언괄 하면 블락 때립니다 블언블로 하세요",방탄소년단
3242,watyrahma0405,2020-03-20 01:30:58,i purple you💜,"Magelang, Jawa Tengah"
3243,BangtanNoona17,2020-03-20 01:30:57,Christian. 74-liner. Teacher. Wife. Mom of 3. Only here for BTS. OT7! Jimin bias. Army since Feb 19... Metlife D1 & D2. Love one another. 💜✨💜💜✨💜✨💜✨💜,
3244,RamelanOcha,2020-03-20 01:30:57,,
3245,sulistiakp,2020-03-20 01:30:57,18 y.o✨,
3246,passiontae30,2020-03-20 01:30:57,welcome to the struggle,
3247,Yg_minie_A,2020-03-20 01:30:57,"@BTS_twt
(fan account)",México
3248,LupitaOlvera21,2020-03-20 01:30:57,,
3249,dimpleofV,2020-03-20 01:30:57,LOVE @BTS_twt OT7 only -Vtop bttmkook only! -vk jikook gakook hopekook taegi vmin taejin yoonmin allkook | Rap line💜SG JH RM พี่แทฮยอง รักนะคะ,"🔝domV ⬇️sub,bttmKook only"
3250,Jungkoo54681006,2020-03-20 01:30:57,BTS fan 💜💜💜,
3251,BTSxKEA,2020-03-20 01:30:57,#BTSArmy⁷ 💜 From Tahiti. 🏝 Future teacher. ☺️❤️,🇵🇫🇫🇷Hope World 
3252,thanyalaktosem,2020-03-20 01:30:57,Army 😍 BTS   fc.ความน่ารักของหนูชิมชิม❤️💜❤️  เมนหลักเปลี่ยนแล้ว JK🐰 แต่ยังคงเอ็นดูวหนูชิมประดุจลูกน้อยเหมือนเดิม🐣 @BTS_twt,ใต้ฟ้า บนดิน
3253,mukphet,2020-03-20 01:30:57,"#BTSxAMAs 19/11/2017                                    TVXQ! * JYJ * Cassiopeia 🎈
BTS #대구보이즈 * ARMY 💣
I.O.I * YuYeonjung * JeongSewoon 🎤",
3254,TaeOsito_,2020-03-20 01:30:57,"┆❥.°𝓃ℴ 𝒾𝓂𝓅ℴ𝓇𝓉𝒶 𝓆𝓊ℯ 𝓉𝒶𝓃 𝓁ℯ𝒿ℴ𝓈 ℯ𝓈𝓉ℯ𝓂ℴ𝓈 𝓉ú 𝓁𝓊𝓏 𝓈𝒾ℯ𝓂𝓅𝓇ℯ 𝒷𝓇𝒾𝓁𝓁𝒶𝓇𝒶 ℯ𝓃 𝓂í

💕ᴸᶤᵍʰᵗˢ💕",KthxJk🇦🇷💫
3255,bts_amor_fati,2020-03-20 01:30:57,"Fan account for BTS 사우보나는 줄루족 말로 ""안녕""이라는 뜻이며 ""I see you"" 당신을 하나의 존재로 인식합니다 라는 뜻. 내게 당신은 소중해요💜블로그 https://t.co/dOhp66oQxf",
3256,dkdktx,2020-03-20 01:30:57,Account for supporting my boys... No need to say more... Proud to be Noona ARMY..,
3257,sumin_5826,2020-03-20 01:30:57,,
3258,jinkookvan,2020-03-20 01:30:57,"¹²/⁰⁶/²⁰¹³ ¹³/¹²/²⁰¹⁵🌴 99-Joel
----------LIKE AL FIJADO pls ♥💫 KARD•TXT•BTS•PENTAGON•CNCO•LITTLE MIX 💫
BLACKPINK•SUPERJUNIOR•N.FLYING•MAMAMOO•NCT127",Dónde nadie pueda encontrarme.
3259,adorable_mozzi_,2020-03-20 01:30:57,🌟 잘 생 겼 다 🌟,ᴍʏ ʏᴏᴜᴛʜ ɪs ʏᴏᴜʀs
3260,bts_iaga,2020-03-20 01:30:57,5’3 on the money 9’2,"Los Angeles, CA"
3261,JasMin94057350,2020-03-20 01:30:57,"You are my everything🐯 you are my soulmate😘🐯
#ForeverPPE😘
#KDPPE2-1-2020
#เพิม์ธ🐯
#brightVachirawitChivaaree☀💡💙🙆",
3262,BtSomon,2020-03-20 01:30:57,oneTrueseven,
3263,BORAHAE_BTS_,2020-03-20 01:30:56,"I'm obsessed with KIM TAEHYUNG 💜.    
YEONTAN BIASED

love BANGTAN, #TAETAE'STAN

YUZURU IS MY BABY",donde hayan sandías
3264,_NosoyPerla93,2020-03-20 01:30:56,"Amo leer💜/If we are together, even the desert becomes the sea/
-@BTS_twt-🌊💜
AGUSTD💜|Bangtan ⁷ 💜🇲🇽",SUGAR/Yoongi's Jacket🐱🍼
3265,afieyy29_,2020-03-20 01:30:56,🌙 #BTSARMY ☀️,BTS Universe
3266,aena2158,2020-03-20 01:30:56,Earthling,🌎
3267,jmjkfloyd,2020-03-20 01:30:56,#YOONGI voice's : perfil bonito eh invenção do capitalismo {@bts_twt},sope posta selca🙏
3268,dreamssofgod,2020-03-20 01:30:56,fan account. i am not affiliated to any celebrity or their team,somewhere
3269,jPOlwT2QNc7jN5n,2020-03-20 01:30:56,"정국이를 응원하고 사랑합니다🌈🌻 
가끔 불편한 글도 끌고 올지도모릅니다   제 모든 알티와 마음이 꼭  동의한다는 뜻은아닙니다.  세상의 다양한  의견을 모두 존중 합니다.  하지만 다름을 틀림으로 받아들이는 분들을 존중하지는 않습니다   
세상은 함께이기에 아름답고...  🌹🧸",
3270,JM__59_,2020-03-20 01:30:56,#방탄소년단 우리의 비행은 영원할거야 fan account,Love Myself | 헤더: 윤페이님
3271,MMUNGknim,2020-03-20 01:30:56,ミンク ติ่ง @BTS_twt #V #Taehyung #Jimin #kookv #minv,
